|name|,|id_str|,|text|,|created_at|,|place|
|MLP_officiel|,|672673940599345152|,|Elle est belle l'humanité de la tête de liste de @xavierbertrand ! MLP https://t.co/ZD7hvgY6F6|,|2015-12-04 07:08:59|,||
|MLP_officiel|,|672504980423753732|,|Je suis ce soir à #VillersCotterêts avec F. Briffaut et P-H. Hansen-Catta, tête de liste dans l'#Aisne. #NPDCP https://t.co/1UvnJdemoM|,|2015-12-03 19:57:36|,||
|MLP_officiel|,|672465103019745280|,|RT @FN_officiel: « Déchaînement contre le #FN : mépris du peuple et mépris de la démocratie » || Communiqué de @nicolasbayfn : https://t.co/…|,|2015-12-03 17:19:09|,||
|MLP_officiel|,|672409308404019201|,|Avec ce gouvernement, le pire est toujours sûr : l'augmentation de 1 000 douaniers est un tour de passe-passe ! MLP https://t.co/7Arsrhw23R|,|2015-12-03 13:37:26|,||
|MLP_officiel|,|672383794159185922|,|Je participais hier au grand débat des #Régionales2015 en #NPDCP sur @France3tv : https://t.co/5w4HYm1usZ|,|2015-12-03 11:56:03|,||
|MLP_officiel|,|672340194847272961|,|Retrouvez ma lettre ouverte adressée aux chasseurs et aux acteurs de la ruralité de notre région #NPDCP : https://t.co/q6LVXNqfAo|,|2015-12-03 09:02:48|,||
|MLP_officiel|,|672321296194215936|,|"Chaque artiste doit pouvoir trouver son public. Pas seulement ceux qui ont des copains au Conseil régional !" #E1LePen #E1Matin|,|2015-12-03 07:47:42|,||
|MLP_officiel|,|672321051183988736|,|"Je créerai une pépinière d'artistes en région #NPDCP pour que chaque artiste puisse trouver son public." #E1LePen #E1Matin|,|2015-12-03 07:46:44|,||
|MLP_officiel|,|672320718839877633|,|"J'entends continuer à ce que la région #NPDCP œuvre en matière de culture et lutter contre les déserts culturels." #E1LePen #E1Matin|,|2015-12-03 07:45:25|,||
|MLP_officiel|,|672320515705585664|,|"@xavierbertrand et @GDarmanin sont membres d'une association d'amitié avec le #Qatar..." #E1LePen #E1Matin|,|2015-12-03 07:44:36|,||
|MLP_officiel|,|672320322880806916|,|"La classe politique française doit arrêter ses relations douteuses avec le #Qatar et l'Arabie saoudite !" #E1LePen #E1Matin|,|2015-12-03 07:43:50|,||
|MLP_officiel|,|672320115183108096|,|"Trouvons de l'emploi à nos propres chômeurs plutôt que d'accueillir des migrants et d'évaluer leurs compétences !" #E1LePen #E1Matin|,|2015-12-03 07:43:01|,||
|MLP_officiel|,|672319866079215616|,|"Je rétablirai les frontières nationales et arrêterai de financer l'accueil des migrants." #E1LePen #E1Matin|,|2015-12-03 07:42:01|,||
|MLP_officiel|,|672319627196788736|,|"L'importance est de protéger le peuple français. S'il faut renégocier des accords internationaux, nous devons le faire." #E1LePen #E1Matin|,|2015-12-03 07:41:04|,||
|MLP_officiel|,|672319447768657920|,|"Les réfugiés de guerre doivent être accueillis dans des camps humanitaires près de chez eux." #E1LePen #E1Matin|,|2015-12-03 07:40:22|,||
|MLP_officiel|,|672319298635997184|,|"La fin des frontières est une exception dans le monde, la grande majorité des pays maîtrisent leurs frontières." #E1LePen #E1Matin|,|2015-12-03 07:39:46|,||
|MLP_officiel|,|672318943823024131|,|"Nous avons vécu toute notre existence avec des frontières. La suppression des frontières est très récente." #E1LePen #E1Matin|,|2015-12-03 07:38:21|,||
|MLP_officiel|,|672318757524606976|,|"Les dogmes économiques imposés par l'Union européenne vont tomber eux aussi." #E1LePen #E1Matin|,|2015-12-03 07:37:37|,||
|MLP_officiel|,|672318656261578752|,|"L'euro est un échec. Nous devons retrouver des monnaies nationales avec l'euro monnaie commune." #E1LePen #E1Matin|,|2015-12-03 07:37:13|,||
|MLP_officiel|,|672316328242487297|,|"La #Turquie a un rôle ambigu vis-à-vis de l’État islamique." #E1Matin|,|2015-12-03 07:27:58|,||
|MLP_officiel|,|672316182268092417|,|"Le peuple français est contre l'entrée de la #Turquie dans l'Union européenne !" #E1Matin|,|2015-12-03 07:27:23|,||
|MLP_officiel|,|672316047295410176|,|"Nous nous battons contre l'entrée de la #Turquie dans l'Union européenne. UMP et PS, eux, sont pour !" #E1Matin|,|2015-12-03 07:26:51|,||
|MLP_officiel|,|672315927275393024|,|"Le fondamentalisme islamiste pullule dans certains de nos quartiers !" #E1Matin|,|2015-12-03 07:26:22|,||
|MLP_officiel|,|672315838314229760|,|"Ils ne veulent pas remettre en cause l'ouverture des frontières car ils sont aveuglés idéologiquement par les dogmes de l'UE." #E1Matin|,|2015-12-03 07:26:01|,||
|MLP_officiel|,|672315480141635584|,|"Des fichés S étaient donc à Roissy, à la RATP,... Nous devons engager une grande politique de vérification." #E1Matin|,|2015-12-03 07:24:36|,||
